ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Revenue_per_box,Cost_price,Profit,Profit_Margin%,Sales_Person,Team,Product,Category,Country,Region,Cost_per_box,cancelled,,,
S00031309,SP07,P10,G2,09-Aug-23,3856.5,297,Delivered,12.98,1415.16,2441.34,63.3,John Joseph,Delish,Spicy Special Slims,Bites,USA,Americas,8.22,0,,,
S00031320,SP07,P04,G1,17-Jan-24,4563,158,Delivered,28.88,3954.7,608.3,13.33,John Joseph,Delish,Raspberry Choco,Bars,India,APAC,3.85,0,,,
S00031321,SP07,P04,G1,15-May-24,4205.25,162,Delivered,25.96,3581.55,623.7,14.83,John Joseph,Delish,Raspberry Choco,Bars,India,APAC,3.85,0,,,
S00031331,SP07,P04,G6,24-Feb-23,931.5,43,Delivered,21.66,765.95,165.55,17.77,John Joseph,Delish,Raspberry Choco,Bars,UK,Europe,3.85,0,,,
S00031341,SP07,P04,G4,12-Oct-23,1876.5,82,Delivered,22.88,1560.8,315.7,16.82,John Joseph,Delish,Raspberry Choco,Bars,New Zealand,APAC,3.85,0,,,
S00031350,SP07,P04,G2,24-Feb-25,1514.25,61,Shipped,24.82,1279.4,234.85,15.51,John Joseph,Delish,Raspberry Choco,Bars,USA,Americas,3.85,0,,,
S00031353,SP07,P04,G4,17-May-23,12847.5,584,Delivered,22,10599.1,2248.4,17.5,John Joseph,Delish,Raspberry Choco,Bars,New Zealand,APAC,3.85,0,,,
S00031362,SP07,P04,G1,26-Nov-24,6315.75,226,Delivered,27.95,5445.65,870.1,13.78,John Joseph,Delish,Raspberry Choco,Bars,India,APAC,3.85,0,,,
S00031365,SP07,P04,G2,04-Jul-24,10093.5,374,Delivered,26.99,8653.6,1439.9,14.27,John Joseph,Delish,Raspberry Choco,Bars,USA,Americas,3.85,0,,,
S00031371,SP07,P04,G5,01-Dec-23,5681.25,259,Delivered,21.94,4684.1,997.15,17.55,John Joseph,Delish,Raspberry Choco,Bars,Australia,APAC,3.85,0,,,
S00031373,SP07,P04,G6,31-Jul-24,5008.5,179,Delivered,27.98,4319.35,689.15,13.76,John Joseph,Delish,Raspberry Choco,Bars,UK,Europe,3.85,0,,,
S00031374,SP07,P16,G1,24-May-23,12082.5,576,Delivered,20.98,6570.18,5512.32,45.62,John Joseph,Delish,Organic Choco Syrup,Other,India,APAC,9.57,0,,,
S00031381,SP07,P16,G4,24-Oct-23,5249.25,263,Delivered,19.96,2732.34,2516.91,47.95,John Joseph,Delish,Organic Choco Syrup,Other,New Zealand,APAC,9.57,0,,,
S00031382,SP07,P16,G4,25-May-23,3858.75,176,Delivered,21.92,2174.43,1684.32,43.65,John Joseph,Delish,Organic Choco Syrup,Other,New Zealand,APAC,9.57,0,,,
S00031390,SP07,P16,G1,31-May-24,5566.5,279,Delivered,19.95,2896.47,2670.03,47.97,John Joseph,Delish,Organic Choco Syrup,Other,India,APAC,9.57,0,,,
S00031402,SP07,P16,G1,11-Oct-24,15354,569,Delivered,26.98,9908.67,5445.33,35.47,John Joseph,Delish,Organic Choco Syrup,Other,India,APAC,9.57,0,,,
S00031411,SP07,P16,G4,11-Jul-24,8106.75,301,Delivered,26.93,5226.18,2880.57,35.53,John Joseph,Delish,Organic Choco Syrup,Other,New Zealand,APAC,9.57,0,,,
S00031421,SP07,P16,G2,26-Oct-23,411.75,16,Delivered,25.73,258.63,153.12,37.19,John Joseph,Delish,Organic Choco Syrup,Other,USA,Americas,9.57,0,,,
S00031429,SP07,P16,G6,05-Feb-25,533.25,21,Shipped,25.39,332.28,200.97,37.69,John Joseph,Delish,Organic Choco Syrup,Other,UK,Europe,9.57,0,,,
S00031436,SP07,P16,G3,13-Apr-23,11538,577,Delivered,20,6016.11,5521.89,47.86,John Joseph,Delish,Organic Choco Syrup,Other,Canada,Americas,9.57,0,,,
S00031451,SP07,P16,G4,23-May-24,3267,156,Delivered,20.94,1774.08,1492.92,45.7,John Joseph,Delish,Organic Choco Syrup,Other,New Zealand,APAC,9.57,0,,,
S00031456,SP07,P16,G5,22-Sep-23,3809.25,182,Delivered,20.93,2067.51,1741.74,45.72,John Joseph,Delish,Organic Choco Syrup,Other,Australia,APAC,9.57,0,,,
S00031461,SP07,P16,G1,06-Dec-23,346.5,14,Cancelled,24.75,212.52,133.98,38.67,John Joseph,Delish,Organic Choco Syrup,Other,India,APAC,9.57,1,,,
S00031470,SP07,P16,G5,20-Jan-23,5926.5,220,Delivered,26.94,3821.1,2105.4,35.53,John Joseph,Delish,Organic Choco Syrup,Other,Australia,APAC,9.57,0,,,
S00031474,SP07,P21,G1,27-Feb-24,6561,299,Delivered,21.94,5568.32,992.68,15.13,John Joseph,Delish,Choco Coated Almonds,Bites,India,APAC,3.32,0,,,
S00031476,SP07,P21,G2,01-Mar-24,6169.5,309,Delivered,19.97,5143.62,1025.88,16.63,John Joseph,Delish,Choco Coated Almonds,Bites,USA,Americas,3.32,0,,,
S00031477,SP07,P21,G2,19-Jul-24,4128.75,180,Delivered,22.94,3531.15,597.6,14.47,John Joseph,Delish,Choco Coated Almonds,Bites,USA,Americas,3.32,0,,,
S00031481,SP07,P21,G4,12-Jan-24,1129.5,60,Delivered,18.83,930.3,199.2,17.64,John Joseph,Delish,Choco Coated Almonds,Bites,New Zealand,APAC,3.32,0,,,
S00031513,SP07,P21,G6,03-Jul-23,4065.75,185,Delivered,21.98,3451.55,614.2,15.11,John Joseph,Delish,Choco Coated Almonds,Bites,UK,Europe,3.32,0,,,
S00031515,SP07,P21,G1,02-Oct-24,10914.75,643,Delivered,16.97,8779.99,2134.76,19.56,John Joseph,Delish,Choco Coated Almonds,Bites,India,APAC,3.32,0,,,
S00031516,SP07,P21,G1,20-Aug-24,1793.25,113,Delivered,15.87,1418.09,375.16,20.92,John Joseph,Delish,Choco Coated Almonds,Bites,India,APAC,3.32,0,,,
S00031524,SP07,P21,G5,21-Nov-24,6219,328,Delivered,18.96,5130.04,1088.96,17.51,John Joseph,Delish,Choco Coated Almonds,Bites,Australia,APAC,3.32,0,,,
S00031530,SP07,P21,G1,27-Dec-24,13169.25,824,Delivered,15.98,10433.57,2735.68,20.77,John Joseph,Delish,Choco Coated Almonds,Bites,India,APAC,3.32,0,,,
S00031532,SP07,P21,G2,28-Oct-24,510.75,23,Delivered,22.21,434.39,76.36,14.95,John Joseph,Delish,Choco Coated Almonds,Bites,USA,Americas,3.32,0,,,
S00031543,SP07,P05,G1,08-Jan-25,8489.25,447,Shipped,18.99,5932.41,2556.84,30.12,John Joseph,Delish,Mint Chip Choco,Bars,India,APAC,5.72,0,,,
S00031549,SP07,P05,G4,07-Feb-25,5771.25,241,Shipped,23.95,4392.73,1378.52,23.89,John Joseph,Delish,Mint Chip Choco,Bars,New Zealand,APAC,5.72,0,,,
S00031555,SP07,P05,G6,15-Jul-24,9256.5,488,Cancelled,18.97,6465.14,2791.36,30.16,John Joseph,Delish,Mint Chip Choco,Bars,UK,Europe,5.72,1,,,
S00031558,SP07,P05,G1,24-Aug-23,8381.25,381,Delivered,22,6201.93,2179.32,26,John Joseph,Delish,Mint Chip Choco,Bars,India,APAC,5.72,0,,,
S00031573,SP07,P05,G1,02-Feb-23,8705.25,459,Delivered,18.97,6079.77,2625.48,30.16,John Joseph,Delish,Mint Chip Choco,Bars,India,APAC,5.72,0,,,
S00031578,SP07,P05,G4,16-Feb-24,7976.25,320,Delivered,24.93,6145.85,1830.4,22.95,John Joseph,Delish,Mint Chip Choco,Bars,New Zealand,APAC,5.72,0,,,
S00031589,SP07,P05,G2,18-Jun-24,3827.25,154,Delivered,24.85,2946.37,880.88,23.02,John Joseph,Delish,Mint Chip Choco,Bars,USA,Americas,5.72,0,,,
S00031598,SP07,P12,G1,15-May-23,8723.25,380,Delivered,22.96,6922.05,1801.2,20.65,John Joseph,Delish,Fruit & Nut Bars,Bars,India,APAC,4.74,0,,,
S00031600,SP07,P12,G1,25-Apr-23,2864.25,144,Delivered,19.89,2181.69,682.56,23.83,John Joseph,Delish,Fruit & Nut Bars,Bars,India,APAC,4.74,0,,,
S00031603,SP07,P12,G2,10-Aug-23,12278.25,512,Delivered,23.98,9851.37,2426.88,19.77,John Joseph,Delish,Fruit & Nut Bars,Bars,USA,Americas,4.74,0,,,
S00031609,SP07,P12,G5,20-Jul-23,5834.25,278,Delivered,20.99,4516.53,1317.72,22.59,John Joseph,Delish,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0,,,
S00031612,SP07,P12,G1,28-Jun-23,342,15,Delivered,22.8,270.9,71.1,20.79,John Joseph,Delish,Fruit & Nut Bars,Bars,India,APAC,4.74,0,,,
S00031617,SP07,P12,G2,06-Feb-25,3294,183,Shipped,18,2426.58,867.42,26.33,John Joseph,Delish,Fruit & Nut Bars,Bars,USA,Americas,4.74,0,,,
S00031625,SP07,P12,G6,02-Feb-23,3728.25,208,Delivered,17.92,2742.33,985.92,26.44,John Joseph,Delish,Fruit & Nut Bars,Bars,UK,Europe,4.74,0,,,
S00031634,SP07,P12,G4,02-Sep-24,10674,486,Delivered,21.96,8370.36,2303.64,21.58,John Joseph,Delish,Fruit & Nut Bars,Bars,New Zealand,APAC,4.74,0,,,
S00031635,SP07,P12,G4,23-May-24,9981,434,Delivered,23,7923.84,2057.16,20.61,John Joseph,Delish,Fruit & Nut Bars,Bars,New Zealand,APAC,4.74,0,,,
S00031639,SP07,P12,G6,04-Sep-24,2207.25,89,Delivered,24.8,1785.39,421.86,19.11,John Joseph,Delish,Fruit & Nut Bars,Bars,UK,Europe,4.74,0,,,
S00031647,SP07,P03,G4,20-Dec-23,10073.25,420,Cancelled,23.98,7910.25,2163,21.47,John Joseph,Delish,Almond Choco,Bars,New Zealand,APAC,5.15,1,,,
S00031652,SP07,P03,G5,17-Feb-25,2441.25,102,Cancelled,23.93,1915.95,525.3,21.52,John Joseph,Delish,Almond Choco,Bars,Australia,APAC,5.15,1,,,
S00031660,SP07,P03,G3,22-Jun-23,4533.75,189,Delivered,23.99,3560.4,973.35,21.47,John Joseph,Delish,Almond Choco,Bars,Canada,Americas,5.15,0,,,
S00031661,SP07,P03,G4,20-Dec-24,2902.5,153,Delivered,18.97,2114.55,787.95,27.15,John Joseph,Delish,Almond Choco,Bars,New Zealand,APAC,5.15,0,,,
S00031670,SP07,P03,G1,25-Jan-24,4484.25,195,Delivered,23,3480,1004.25,22.4,John Joseph,Delish,Almond Choco,Bars,India,APAC,5.15,0,,,
S00031678,SP07,P03,G5,14-Nov-23,6720.75,396,Delivered,16.97,4681.35,2039.4,30.34,John Joseph,Delish,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00031681,SP07,P03,G6,17-Mar-25,1901.25,87,Placed,21.85,1453.2,448.05,23.57,John Joseph,Delish,Almond Choco,Bars,UK,Europe,5.15,0,,,
S00031682,SP07,P03,G1,05-Jul-23,5316.75,266,Delivered,19.99,3946.85,1369.9,25.77,John Joseph,Delish,Almond Choco,Bars,India,APAC,5.15,0,,,
S00031689,SP07,P03,G4,26-Apr-23,8721,485,Delivered,17.98,6223.25,2497.75,28.64,John Joseph,Delish,Almond Choco,Bars,New Zealand,APAC,5.15,0,,,
S00031693,SP07,P03,G5,16-Feb-23,4623.75,272,Delivered,17,3222.95,1400.8,30.3,John Joseph,Delish,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00031699,SP07,P03,G1,11-Jul-23,9918,496,Delivered,20,7363.6,2554.4,25.76,John Joseph,Delish,Almond Choco,Bars,India,APAC,5.15,0,,,
S00031702,SP07,P03,G3,01-May-23,5690.25,285,Delivered,19.97,4222.5,1467.75,25.79,John Joseph,Delish,Almond Choco,Bars,Canada,Americas,5.15,0,,,
S00031706,SP07,P03,G5,25-Jun-24,4245.75,213,Delivered,19.93,3148.8,1096.95,25.84,John Joseph,Delish,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00031707,SP07,P03,G5,11-May-23,7319.25,319,Delivered,22.94,5676.4,1642.85,22.45,John Joseph,Delish,Almond Choco,Bars,Australia,APAC,5.15,0,,,
S00031709,SP07,P03,G6,07-Aug-24,828,42,Delivered,19.71,611.7,216.3,26.12,John Joseph,Delish,Almond Choco,Bars,UK,Europe,5.15,0,,,
S00031716,SP07,P03,G3,18-Oct-23,4038.75,169,Delivered,23.9,3168.4,870.35,21.55,John Joseph,Delish,Almond Choco,Bars,Canada,Americas,5.15,0,,,
S00031719,SP07,P03,G4,24-Nov-23,5168.25,247,Delivered,20.92,3896.2,1272.05,24.61,John Joseph,Delish,Almond Choco,Bars,New Zealand,APAC,5.15,0,,,
S00031726,SP07,P22,G1,10-Feb-23,2738.25,106,Delivered,25.83,2457.35,280.9,10.26,John Joseph,Delish,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00031736,SP07,P22,G5,11-Nov-24,2630.25,110,Delivered,23.91,2338.75,291.5,11.08,John Joseph,Delish,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0,,,
S00031753,SP07,P22,G1,24-Dec-24,3739.5,121,Delivered,30.9,3418.85,320.65,8.57,John Joseph,Delish,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00031754,SP07,P22,G1,06-Nov-23,2760.75,116,Delivered,23.8,2453.35,307.4,11.13,John Joseph,Delish,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00031758,SP07,P22,G3,31-Jan-24,12408.75,428,Delivered,28.99,11274.55,1134.2,9.14,John Joseph,Delish,Peanut Butter Cubes,Bites,Canada,Americas,2.65,0,,,
S00031771,SP07,P22,G2,27-Feb-25,5055.75,211,Shipped,23.96,4496.6,559.15,11.06,John Joseph,Delish,Peanut Butter Cubes,Bites,USA,Americas,2.65,0,,,
S00031775,SP07,P22,G4,17-Jul-23,6464.25,270,Delivered,23.94,5748.75,715.5,11.07,John Joseph,Delish,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0,,,
S00031780,SP07,P22,G1,16-May-24,7150.5,287,Delivered,24.91,6389.95,760.55,10.64,John Joseph,Delish,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00031782,SP07,P22,G1,04-Aug-23,4074.75,157,Delivered,25.95,3658.7,416.05,10.21,John Joseph,Delish,Peanut Butter Cubes,Bites,India,APAC,2.65,0,,,
S00031789,SP07,P22,G4,02-Apr-24,6970.5,249,Delivered,27.99,6310.65,659.85,9.47,John Joseph,Delish,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0,,,
S00031796,SP07,P07,G1,24-Jul-24,8997.75,474,Delivered,18.98,4286.19,4711.56,52.36,John Joseph,Delish,Drinking Coco,Other,India,APAC,9.94,0,,,
S00031802,SP07,P07,G4,12-Dec-23,5098.5,365,Delivered,13.97,1470.4,3628.1,71.16,John Joseph,Delish,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00031806,SP07,P07,G5,30-Nov-23,7744.5,485,Delivered,15.97,2923.6,4820.9,62.25,John Joseph,Delish,Drinking Coco,Other,Australia,APAC,9.94,0,,,
S00031809,SP07,P07,G1,11-Jul-23,1939.5,115,Delivered,16.87,796.4,1143.1,58.94,John Joseph,Delish,Drinking Coco,Other,India,APAC,9.94,0,,,
S00031817,SP07,P07,G4,01-Nov-24,5967,315,Delivered,18.94,2835.9,3131.1,52.47,John Joseph,Delish,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00031825,SP07,P07,G1,30-Jan-23,3114,208,Delivered,14.97,1046.48,2067.52,66.39,John Joseph,Delish,Drinking Coco,Other,India,APAC,9.94,0,,,
S00031828,SP07,P07,G3,11-Sep-24,2022.75,113,Delivered,17.9,899.53,1123.22,55.53,John Joseph,Delish,Drinking Coco,Other,Canada,Americas,9.94,0,,,
S00031831,SP07,P07,G4,16-Aug-24,4650.75,388,Delivered,11.99,794.03,3856.72,82.93,John Joseph,Delish,Drinking Coco,Other,New Zealand,APAC,9.94,0,,,
S00031848,SP07,P17,G5,28-Feb-25,8178.75,356,Shipped,22.97,5177.67,3001.08,36.69,John Joseph,Delish,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0,,,
S00031861,SP07,P17,G5,09-Dec-24,13653,621,Delivered,21.99,8417.97,5235.03,38.34,John Joseph,Delish,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0,,,
S00031867,SP07,P17,G1,13-Jun-23,11781,536,Delivered,21.98,7262.52,4518.48,38.35,John Joseph,Delish,Caramel Stuffed Bars,Bars,India,APAC,8.43,0,,,
S00031871,SP07,P17,G4,31-Oct-24,747,27,Delivered,27.67,519.39,227.61,30.47,John Joseph,Delish,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0,,,
S00031892,SP07,P17,G1,04-Apr-24,13034.25,483,Cancelled,26.99,8962.56,4071.69,31.24,John Joseph,Delish,Caramel Stuffed Bars,Bars,India,APAC,8.43,1,,,
S00031894,SP07,P17,G1,23-May-24,5247,219,Delivered,23.96,3400.83,1846.17,35.19,John Joseph,Delish,Caramel Stuffed Bars,Bars,India,APAC,8.43,0,,,
S00031903,SP07,P17,G5,17-Feb-25,7632,283,Shipped,26.97,5246.31,2385.69,31.26,John Joseph,Delish,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0,,,
S00031912,SP07,P08,G3,06-Sep-24,2144.25,135,Delivered,15.88,1100.7,1043.55,48.67,John Joseph,Delish,99% Dark & Pure,Bars,Canada,Americas,7.73,0,,,
S00031915,SP07,P08,G4,08-May-23,1275.75,92,Delivered,13.87,564.59,711.16,55.74,John Joseph,Delish,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0,,,
S00031930,SP07,P08,G5,08-Feb-24,3811.5,347,Delivered,10.98,1129.19,2682.31,70.37,John Joseph,Delish,99% Dark & Pure,Bars,Australia,APAC,7.73,0,,,
S00031938,SP07,P08,G2,10-Nov-23,2092.5,233,Delivered,8.98,291.41,1801.09,86.07,John Joseph,Delish,99% Dark & Pure,Bars,USA,Americas,7.73,0,,,
S00031955,SP07,P08,G4,27-Nov-24,7854.75,524,Cancelled,14.99,3804.23,4050.52,51.57,John Joseph,Delish,99% Dark & Pure,Bars,New Zealand,APAC,7.73,1,,,
S00031965,SP07,P08,G1,01-Jan-24,1050.75,76,Delivered,13.83,463.27,587.48,55.91,John Joseph,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0,,,
S00031973,SP07,P08,G5,06-Nov-23,7456.5,678,Delivered,11,2215.56,5240.94,70.29,John Joseph,Delish,99% Dark & Pure,Bars,Australia,APAC,7.73,0,,,
S00031979,SP07,P08,G1,19-Jan-24,6297.75,420,Delivered,14.99,3051.15,3246.6,51.55,John Joseph,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0,,,
S00031982,SP07,P08,G3,25-Jan-23,5667.75,405,Delivered,13.99,2537.1,3130.65,55.24,John Joseph,Delish,99% Dark & Pure,Bars,Canada,Americas,7.73,0,,,
S00031984,SP07,P08,G4,09-Aug-24,3210.75,201,Delivered,15.97,1657.02,1553.73,48.39,John Joseph,Delish,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0,,,
S00031995,SP07,P13,G2,23-Jun-23,14006.25,1557,Cancelled,9,-2357.82,16364.07,116.83,John Joseph,Delish,85% Dark Bars,Bars,USA,Americas,10.51,1,,,
S00031997,SP07,P13,G4,11-Dec-24,8975.25,998,Delivered,8.99,-1513.73,10488.98,116.87,John Joseph,Delish,85% Dark Bars,Bars,New Zealand,APAC,10.51,0,,,
S00031998,SP07,P13,G4,14-Feb-25,4423.5,885,Shipped,5,-4877.85,9301.35,210.27,John Joseph,Delish,85% Dark Bars,Bars,New Zealand,APAC,10.51,0,,,
S00031999,SP07,P13,G4,05-Dec-23,5040,504,Delivered,10,-257.04,5297.04,105.1,John Joseph,Delish,85% Dark Bars,Bars,New Zealand,APAC,10.51,0,,,
S00032005,SP07,P13,G1,18-Oct-24,2979,373,Delivered,7.99,-941.23,3920.23,131.6,John Joseph,Delish,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00032006,SP07,P13,G1,24-Feb-23,10674,971,Delivered,10.99,468.79,10205.21,95.61,John Joseph,Delish,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00032018,SP07,P13,G1,05-Jan-23,11997,1500,Delivered,8,-3768,15765,131.41,John Joseph,Delish,85% Dark Bars,Bars,India,APAC,10.51,0,,,
S00032024,SP07,P13,G3,14-Nov-23,4448.25,495,Delivered,8.99,-754.2,5202.45,116.95,John Joseph,Delish,85% Dark Bars,Bars,Canada,Americas,10.51,0,,,
S00032031,SP07,P13,G6,03-Jan-23,2668.5,267,Delivered,9.99,-137.67,2806.17,105.16,John Joseph,Delish,85% Dark Bars,Bars,UK,Europe,10.51,0,,,
S00032037,SP07,P13,G2,12-Oct-23,1986.75,181,Delivered,10.98,84.44,1902.31,95.75,John Joseph,Delish,85% Dark Bars,Bars,USA,Americas,10.51,0,,,
S00032042,SP07,P13,G5,31-Jan-25,1273.5,160,Shipped,7.96,-408.1,1681.6,132.05,John Joseph,Delish,85% Dark Bars,Bars,Australia,APAC,10.51,0,,,
S00032043,SP07,P13,G5,12-Feb-25,3300.75,472,Shipped,6.99,-1659.97,4960.72,150.29,John Joseph,Delish,85% Dark Bars,Bars,Australia,APAC,10.51,0,,,
S00032044,SP07,P13,G5,05-Feb-25,31.5,4,Cancelled,7.88,-10.54,42.04,133.46,John Joseph,Delish,85% Dark Bars,Bars,Australia,APAC,10.51,1,,,
S00032049,SP07,P02,G1,03-Jan-24,3663,282,Delivered,12.99,1553.64,2109.36,57.59,John Joseph,Delish,50% Dark Bites,Bites,India,APAC,7.48,0,,,
S00032051,SP07,P02,G2,14-May-24,6111,408,Delivered,14.98,3059.16,3051.84,49.94,John Joseph,Delish,50% Dark Bites,Bites,USA,Americas,7.48,0,,,
S00032057,SP07,P02,G5,27-Nov-24,2571.75,215,Delivered,11.96,963.55,1608.2,62.53,John Joseph,Delish,50% Dark Bites,Bites,Australia,APAC,7.48,0,,,
S00032071,SP07,P02,G5,08-Oct-24,8727.75,873,Delivered,10,2197.71,6530.04,74.82,John Joseph,Delish,50% Dark Bites,Bites,Australia,APAC,7.48,0,,,
S00032077,SP07,P20,G1,02-Jun-23,2137.5,268,Delivered,7.98,1397.82,739.68,34.6,John Joseph,Delish,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00032081,SP07,P20,G4,24-Jan-23,173.25,18,Delivered,9.63,123.57,49.68,28.68,John Joseph,Delish,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0,,,
S00032085,SP07,P20,G5,20-Jul-23,6201,689,Delivered,9,4299.36,1901.64,30.67,John Joseph,Delish,Smooth Silky Salty,Bars,Australia,APAC,2.76,0,,,
S00032090,SP07,P20,G1,05-Feb-24,5415.75,417,Delivered,12.99,4264.83,1150.92,21.25,John Joseph,Delish,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00032092,SP07,P20,G2,30-May-23,1176.75,148,Delivered,7.95,768.27,408.48,34.71,John Joseph,Delish,Smooth Silky Salty,Bars,USA,Americas,2.76,0,,,
S00032093,SP07,P20,G2,17-Feb-25,1365.75,114,Shipped,11.98,1051.11,314.64,23.04,John Joseph,Delish,Smooth Silky Salty,Bars,USA,Americas,2.76,0,,,
S00032098,SP07,P20,G5,06-Nov-23,1561.5,142,Delivered,11,1169.58,391.92,25.1,John Joseph,Delish,Smooth Silky Salty,Bars,Australia,APAC,2.76,0,,,
S00032101,SP07,P20,G6,24-Apr-23,3460.5,495,Delivered,6.99,2094.3,1366.2,39.48,John Joseph,Delish,Smooth Silky Salty,Bars,UK,Europe,2.76,0,,,
S00032102,SP07,P20,G1,20-Dec-24,11580.75,891,Delivered,13,9121.59,2459.16,21.23,John Joseph,Delish,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00032109,SP07,P20,G4,15-Jan-24,337.5,26,Delivered,12.98,265.74,71.76,21.26,John Joseph,Delish,Smooth Silky Salty,Bars,New Zealand,APAC,2.76,0,,,
S00032113,SP07,P20,G5,29-Aug-23,2808,281,Delivered,9.99,2032.44,775.56,27.62,John Joseph,Delish,Smooth Silky Salty,Bars,Australia,APAC,2.76,0,,,
S00032114,SP07,P20,G5,10-Mar-25,2763,231,Cancelled,11.96,2125.44,637.56,23.07,John Joseph,Delish,Smooth Silky Salty,Bars,Australia,APAC,2.76,1,,,
S00032122,SP07,P20,G3,17-Dec-24,3366,281,Delivered,11.98,2590.44,775.56,23.04,John Joseph,Delish,Smooth Silky Salty,Bars,Canada,Americas,2.76,0,,,
S00032133,SP07,P20,G1,21-Jan-25,16206.75,1801,Shipped,9,11235.99,4970.76,30.67,John Joseph,Delish,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00032134,SP07,P20,G2,08-Feb-24,13293,1023,Delivered,12.99,10469.52,2823.48,21.24,John Joseph,Delish,Smooth Silky Salty,Bars,USA,Americas,2.76,0,,,
S00032135,SP07,P20,G2,18-Dec-24,16101,2301,Delivered,7,9750.24,6350.76,39.44,John Joseph,Delish,Smooth Silky Salty,Bars,USA,Americas,2.76,0,,,
S00032136,SP07,P20,G3,14-Dec-23,2495.25,192,Delivered,13,1965.33,529.92,21.24,John Joseph,Delish,Smooth Silky Salty,Bars,Canada,Americas,2.76,0,,,
S00032145,SP07,P20,G1,13-Aug-24,1316.25,102,Delivered,12.9,1034.73,281.52,21.39,John Joseph,Delish,Smooth Silky Salty,Bars,India,APAC,2.76,0,,,
S00032154,SP07,P20,G5,12-Feb-25,3460.5,495,Shipped,6.99,2094.3,1366.2,39.48,John Joseph,Delish,Smooth Silky Salty,Bars,Australia,APAC,2.76,0,,,
S00032162,SP07,P09,G2,06-Dec-24,3813.75,255,Delivered,14.96,2875.35,938.4,24.61,John Joseph,Delish,Orange Choco,Bars,USA,Americas,3.68,0,,,
S00032165,SP07,P09,G4,12-Dec-23,828,49,Delivered,16.9,647.68,180.32,21.78,John Joseph,Delish,Orange Choco,Bars,New Zealand,APAC,3.68,0,,,
S00032170,SP07,P09,G5,04-Oct-24,3919.5,196,Delivered,20,3198.22,721.28,18.4,John Joseph,Delish,Orange Choco,Bars,Australia,APAC,3.68,0,,,
S00032173,SP07,P09,G1,16-Feb-24,274.5,17,Delivered,16.15,211.94,62.56,22.79,John Joseph,Delish,Orange Choco,Bars,India,APAC,3.68,0,,,
S00032185,SP07,P09,G6,03-Nov-23,5008.5,334,Delivered,15,3779.38,1229.12,24.54,John Joseph,Delish,Orange Choco,Bars,UK,Europe,3.68,0,,,
S00032190,SP07,P09,G2,11-Jan-23,3003.75,177,Delivered,16.97,2352.39,651.36,21.68,John Joseph,Delish,Orange Choco,Bars,USA,Americas,3.68,0,,,
S00032191,SP07,P09,G2,17-Oct-23,3228.75,162,Delivered,19.93,2632.59,596.16,18.46,John Joseph,Delish,Orange Choco,Bars,USA,Americas,3.68,0,,,
S00032199,SP07,P09,G6,20-Jan-23,2162.25,155,Delivered,13.95,1591.85,570.4,26.38,John Joseph,Delish,Orange Choco,Bars,UK,Europe,3.68,0,,,
S00032202,SP07,P09,G1,27-Dec-24,5699.25,439,Delivered,12.98,4083.73,1615.52,28.35,John Joseph,Delish,Orange Choco,Bars,India,APAC,3.68,0,,,
S00032210,SP07,P09,G5,24-Oct-23,1496.25,84,Delivered,17.81,1187.13,309.12,20.66,John Joseph,Delish,Orange Choco,Bars,Australia,APAC,3.68,0,,,
S00032211,SP07,P09,G5,17-Mar-25,9274.5,580,Placed,15.99,7140.1,2134.4,23.01,John Joseph,Delish,Orange Choco,Bars,Australia,APAC,3.68,0,,,
S00032213,SP07,P09,G6,25-Jul-23,5746.5,339,Delivered,16.95,4498.98,1247.52,21.71,John Joseph,Delish,Orange Choco,Bars,UK,Europe,3.68,0,,,
