ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status,Revenue_per_box,Profit,Cost_price,Profit_Margin%,Sales_Person,Team,Product,Category,Country,Region,Cost_per_box,cancelled
S00009641,SP04,P19,G4,2024-03-18,5051.25,220,Delivered,22.96,3942.45,1108.8,78.0489977728285,Nazeer Basha Mustafa,Delish,70% Dark Bites,Bites,New Zealand,APAC,5.04,0
S00009645,SP04,P19,G6,2024-10-02,54.0,3,Delivered,18.0,38.88,15.12,72.00000000000001,Nazeer Basha Mustafa,Delish,70% Dark Bites,Bites,UK,Europe,5.04,0
S00009669,SP04,P15,G4,2024-11-06,6952.5,580,Delivered,11.99,-245.3,7197.8,-3.5282272563825963,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0
S00009678,SP04,P15,G2,2024-04-03,81.0,9,Delivered,9.0,-30.69,111.69,-37.888888888888886,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,USA,Americas,12.41,0
S00009681,SP04,P15,G4,2025-02-18,9009.0,819,Shipped,11.0,-1154.79,10163.79,-12.818181818181817,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0
S00009684,SP04,P15,G5,2023-10-05,1311.75,82,Delivered,16.0,294.13,1017.62,22.422717743472457,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,Australia,APAC,12.41,0
S00009696,SP04,P15,G4,2024-09-10,4268.25,427,Delivered,10.0,-1030.82,5299.07,-24.150881508815086,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0
S00009698,SP04,P15,G5,2024-09-18,7377.75,820,Delivered,9.0,-2798.45,10176.2,-37.930941005048965,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,Australia,APAC,12.41,0
S00009703,SP04,P15,G1,2023-11-09,2940.75,327,Delivered,8.99,-1117.32,4058.07,-37.99438918643203,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,India,APAC,12.41,0
S00009706,SP04,P15,G2,2024-02-01,5879.25,453,Delivered,12.98,257.52,5621.73,4.38015052940426,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,USA,Americas,12.41,0
S00009708,SP04,P15,G3,2023-10-04,7443.0,497,Delivered,14.98,1275.23,6167.77,17.13327959156254,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,Canada,Americas,12.41,0
S00009710,SP04,P15,G4,2024-12-20,1347.75,90,Delivered,14.98,230.85,1116.9,17.128547579298832,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0
S00009711,SP04,P15,G4,2023-12-29,6635.25,664,Delivered,9.99,-1604.99,8240.24,-24.188839908066765,Nazeer Basha Mustafa,Delish,Baker's Choco Chips,Bars,New Zealand,APAC,12.41,0
S00009719,SP04,P11,G1,2023-01-12,2781.0,199,Delivered,13.97,745.23,2035.77,26.797195253505933,Nazeer Basha Mustafa,Delish,After Nines,Bites,India,APAC,10.23,0
S00009721,SP04,P11,G2,2024-12-24,301.5,38,Delivered,7.93,-87.24,388.74,-28.935323383084576,Nazeer Basha Mustafa,Delish,After Nines,Bites,USA,Americas,10.23,0
S00009728,SP04,P11,G5,2024-07-10,576.0,48,Delivered,12.0,84.96,491.04,14.75,Nazeer Basha Mustafa,Delish,After Nines,Bites,Australia,APAC,10.23,0
S00009733,SP04,P11,G1,2024-01-02,6450.75,461,Delivered,13.99,1734.72,4716.03,26.891756772468316,Nazeer Basha Mustafa,Delish,After Nines,Bites,India,APAC,10.23,0
S00009750,SP04,P11,G3,2025-01-02,2439.0,271,Shipped,9.0,-333.33,2772.33,-13.666666666666666,Nazeer Basha Mustafa,Delish,After Nines,Bites,Canada,Americas,10.23,0
S00009752,SP04,P11,G4,2024-01-24,290.25,37,Delivered,7.84,-88.26,378.51,-30.40826873385013,Nazeer Basha Mustafa,Delish,After Nines,Bites,New Zealand,APAC,10.23,0
S00009758,SP04,P11,G1,2023-03-06,4477.5,498,Delivered,8.99,-617.04,5094.54,-13.780904522613064,Nazeer Basha Mustafa,Delish,After Nines,Bites,India,APAC,10.23,0
S00009764,SP04,P11,G3,2023-01-02,6779.25,522,Cancelled,12.99,1439.19,5340.06,21.22933952870893,Nazeer Basha Mustafa,Delish,After Nines,Bites,Canada,Americas,10.23,1
S00009766,SP04,P11,G4,2024-12-16,1426.5,179,Delivered,7.97,-404.67,1831.17,-28.368033648790746,Nazeer Basha Mustafa,Delish,After Nines,Bites,New Zealand,APAC,10.23,0
S00009816,SP04,P04,G1,2023-12-20,7663.5,274,Delivered,27.97,6608.6,1054.9,86.2347491355125,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,India,APAC,3.85,0
S00009830,SP04,P04,G1,2023-11-20,1590.75,59,Delivered,26.96,1363.6,227.15,85.72057205720571,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,India,APAC,3.85,0
S00009831,SP04,P04,G1,2023-02-13,11261.25,403,Delivered,27.94,9709.7,1551.55,86.22222222222223,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,India,APAC,3.85,0
S00009842,SP04,P04,G1,2023-09-27,6795.0,284,Delivered,23.93,5701.6,1093.4,83.90875643855776,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,India,APAC,3.85,0
S00009846,SP04,P04,G2,2024-07-16,7222.5,268,Delivered,26.95,6190.7,1031.8,85.71408791969539,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,USA,Americas,3.85,0
S00009851,SP04,P04,G4,2024-02-02,7893.0,329,Delivered,23.99,6626.35,1266.65,83.95223615862156,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,New Zealand,APAC,3.85,0
S00009854,SP04,P04,G5,2023-10-25,9040.5,394,Delivered,22.95,7523.6,1516.9,83.22106078203639,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,Australia,APAC,3.85,0
S00009859,SP04,P04,G1,2023-05-31,9429.75,410,Delivered,23.0,7851.25,1578.5,83.26042578011082,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,India,APAC,3.85,0
S00009861,SP04,P04,G2,2023-03-15,1401.75,61,Delivered,22.98,1166.9,234.85,83.24594257178526,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,USA,Americas,3.85,0
S00009866,SP04,P04,G5,2025-02-06,3327.75,119,Shipped,27.96,2869.6,458.15,86.2324393358876,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,Australia,APAC,3.85,0
S00009867,SP04,P04,G5,2023-05-18,8028.0,322,Delivered,24.93,6788.3,1239.7,84.55779770802192,Nazeer Basha Mustafa,Delish,Raspberry Choco,Bars,Australia,APAC,3.85,0
S00009872,SP04,P16,G1,2024-11-12,4668.75,173,Delivered,26.99,3013.14,1655.61,64.53847389558233,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,India,APAC,9.57,0
S00009879,SP04,P16,G4,2023-07-03,8066.25,337,Delivered,23.94,4841.16,3225.09,60.017480241748025,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,New Zealand,APAC,9.57,0
S00009895,SP04,P16,G5,2024-11-04,771.75,31,Delivered,24.9,475.08,296.67,61.558794946550044,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,Australia,APAC,9.57,0
S00009902,SP04,P16,G2,2024-06-05,5906.25,269,Delivered,21.96,3331.92,2574.33,56.41346031746032,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,USA,Americas,9.57,0
S00009911,SP04,P16,G6,2023-12-27,6219.0,231,Delivered,26.92,4008.33,2210.67,64.45296671490594,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,UK,Europe,9.57,0
S00009913,SP04,P16,G1,2024-04-08,6723.0,281,Delivered,23.93,4033.83,2689.17,60.00044622936189,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,India,APAC,9.57,0
S00009927,SP04,P16,G1,2024-12-20,10883.25,519,Delivered,20.97,5916.42,4966.83,54.362621459582385,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,India,APAC,9.57,0
S00009929,SP04,P16,G1,2024-01-23,1842.75,88,Delivered,20.94,1000.59,842.16,54.2987382987383,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,India,APAC,9.57,0
S00009936,SP04,P16,G5,2024-08-23,846.0,39,Delivered,21.69,472.77,373.23,55.88297872340425,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,Australia,APAC,9.57,0
S00009937,SP04,P16,G5,2023-05-11,3150.0,117,Delivered,26.92,2030.31,1119.69,64.4542857142857,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,Australia,APAC,9.57,0
S00009939,SP04,P16,G6,2023-10-11,10460.25,455,Delivered,22.99,6105.9,4354.35,58.37240983724098,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,UK,Europe,9.57,0
S00009949,SP04,P16,G4,2024-11-07,5004.0,228,Delivered,21.95,2822.04,2181.96,56.39568345323741,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,New Zealand,APAC,9.57,0
S00009953,SP04,P16,G6,2024-02-14,742.5,30,Delivered,24.75,455.4,287.1,61.33333333333333,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,UK,Europe,9.57,0
S00009955,SP04,P16,G1,2024-08-05,6770.25,323,Delivered,20.96,3679.14,3091.11,54.3427495291902,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,India,APAC,9.57,0
S00009959,SP04,P16,G2,2024-05-06,17473.5,673,Delivered,25.96,11032.89,6440.61,63.140698772426816,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,USA,Americas,9.57,0
S00009961,SP04,P16,G4,2025-03-28,2754.0,120,Placed,22.95,1605.6,1148.4,58.300653594771234,Nazeer Basha Mustafa,Delish,Organic Choco Syrup,Other,New Zealand,APAC,9.57,0
S00009969,SP04,P21,G1,2024-09-09,2598.75,113,Delivered,23.0,2223.59,375.16,85.56382876382877,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,India,APAC,3.32,0
S00009970,SP04,P21,G1,2024-12-10,2940.75,173,Cancelled,17.0,2366.39,574.36,80.46892799455921,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,India,APAC,3.32,1
S00009975,SP04,P21,G4,2023-04-26,11684.25,688,Delivered,16.98,9400.09,2284.16,80.45094892697435,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,New Zealand,APAC,3.32,0
S00009977,SP04,P21,G4,2023-02-13,11511.0,576,Delivered,19.98,9598.68,1912.32,83.38702111024237,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,New Zealand,APAC,3.32,0
S00009985,SP04,P21,G1,2023-09-08,985.5,62,Delivered,15.9,779.66,205.84,79.11314053779806,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,India,APAC,3.32,0
S00009993,SP04,P21,G5,2023-10-10,5193.0,226,Delivered,22.98,4442.68,750.32,85.55131908338149,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,Australia,APAC,3.32,0
S00010005,SP04,P21,G4,2024-11-08,9886.5,550,Delivered,17.98,8060.5,1826.0,81.53036969605016,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,New Zealand,APAC,3.32,0
S00010026,SP04,P21,G1,2024-08-21,7157.25,377,Delivered,18.98,5905.61,1251.64,82.51227776031297,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,India,APAC,3.32,0
S00010033,SP04,P21,G4,2024-12-11,1748.25,103,Delivered,16.97,1406.29,341.96,80.43986843986843,Nazeer Basha Mustafa,Delish,Choco Coated Almonds,Bites,New Zealand,APAC,3.32,0
S00010038,SP04,P05,G1,2023-03-21,4252.5,178,Delivered,23.89,3234.34,1018.16,76.05737801293357,Nazeer Basha Mustafa,Delish,Mint Chip Choco,Bars,India,APAC,5.72,0
S00010042,SP04,P05,G2,2024-12-16,994.5,53,Delivered,18.76,691.34,303.16,69.51633986928105,Nazeer Basha Mustafa,Delish,Mint Chip Choco,Bars,USA,Americas,5.72,0
S00010047,SP04,P05,G4,2023-09-11,6428.25,293,Delivered,21.94,4752.29,1675.96,73.9282075214872,Nazeer Basha Mustafa,Delish,Mint Chip Choco,Bars,New Zealand,APAC,5.72,0
S00010074,SP04,P05,G4,2023-09-04,9783.0,408,Delivered,23.98,7449.24,2333.76,76.14474087703158,Nazeer Basha Mustafa,Delish,Mint Chip Choco,Bars,New Zealand,APAC,5.72,0
S00010078,SP04,P05,G5,2024-11-07,3276.0,173,Delivered,18.94,2286.44,989.56,69.7936507936508,Nazeer Basha Mustafa,Delish,Mint Chip Choco,Bars,Australia,APAC,5.72,0
S00010088,SP04,P05,G4,2024-12-06,9357.75,375,Delivered,24.95,7212.75,2145.0,77.0778231946782,Nazeer Basha Mustafa,Delish,Mint Chip Choco,Bars,New Zealand,APAC,5.72,0
S00010102,SP04,P12,G4,2024-04-04,5946.75,248,Delivered,23.98,4771.23,1175.52,80.23256400554925,Nazeer Basha Mustafa,Delish,Fruit & Nut Bars,Bars,New Zealand,APAC,4.74,0
S00010105,SP04,P12,G5,2023-01-03,6246.0,272,Delivered,22.96,4956.72,1289.28,79.3583093179635,Nazeer Basha Mustafa,Delish,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0
S00010106,SP04,P12,G5,2023-05-30,9542.25,503,Delivered,18.97,7158.03,2384.22,75.01406900888155,Nazeer Basha Mustafa,Delish,Fruit & Nut Bars,Bars,Australia,APAC,4.74,0
S00010108,SP04,P12,G1,2023-01-10,6486.75,283,Delivered,22.92,5145.33,1341.42,79.32061510001157,Nazeer Basha Mustafa,Delish,Fruit & Nut Bars,Bars,India,APAC,4.74,0
S00010111,SP04,P12,G1,2024-10-25,8376.75,365,Delivered,22.95,6646.65,1730.1,79.34640522875817,Nazeer Basha Mustafa,Delish,Fruit & Nut Bars,Bars,India,APAC,4.74,0
S00010126,SP04,P12,G2,2024-12-18,9726.75,406,Delivered,23.96,7802.31,1924.44,80.21497416917265,Nazeer Basha Mustafa,Delish,Fruit & Nut Bars,Bars,USA,Americas,4.74,0
S00010129,SP04,P12,G4,2025-02-17,4644.0,194,Shipped,23.94,3724.44,919.56,80.19896640826873,Nazeer Basha Mustafa,Delish,Fruit & Nut Bars,Bars,New Zealand,APAC,4.74,0
S00010139,SP04,P03,G1,2024-02-02,10685.25,594,Delivered,17.99,7626.15,3059.1,71.37081490840177,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,India,APAC,5.15,0
S00010147,SP04,P03,G5,2023-06-19,6448.5,308,Cancelled,20.94,4862.3,1586.2,75.4020314801892,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,Australia,APAC,5.15,1
S00010156,SP04,P03,G3,2023-10-30,821.25,49,Delivered,16.76,568.9,252.35,69.2724505327245,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,Canada,Americas,5.15,0
S00010169,SP04,P03,G2,2023-12-04,3863.25,184,Delivered,21.0,2915.65,947.6,75.47142949589076,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,USA,Americas,5.15,0
S00010172,SP04,P03,G4,2025-01-02,6700.5,292,Shipped,22.95,5196.7,1503.8,77.55689873890009,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,New Zealand,APAC,5.15,0
S00010176,SP04,P03,G5,2025-01-07,5757.75,240,Shipped,23.99,4521.75,1236.0,78.533281229647,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,Australia,APAC,5.15,0
S00010177,SP04,P03,G6,2024-08-09,2022.75,85,Delivered,23.8,1585.0,437.75,78.35867012730195,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,UK,Europe,5.15,0
S00010180,SP04,P03,G1,2024-08-19,4045.5,213,Delivered,18.99,2948.55,1096.95,72.88468668891362,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,India,APAC,5.15,0
S00010184,SP04,P03,G3,2023-11-30,7551.0,420,Delivered,17.98,5388.0,2163.0,71.35478744537147,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,Canada,Americas,5.15,0
S00010187,SP04,P03,G4,2024-11-20,4666.5,223,Delivered,20.93,3518.05,1148.45,75.38947819564984,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,New Zealand,APAC,5.15,0
S00010188,SP04,P03,G5,2023-01-10,9900.0,450,Delivered,22.0,7582.5,2317.5,76.5909090909091,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,Australia,APAC,5.15,0
S00010195,SP04,P03,G1,2024-11-28,4450.5,186,Delivered,23.93,3492.6,957.9,78.47657566565555,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,India,APAC,5.15,0
S00010199,SP04,P03,G4,2023-11-01,1003.5,44,Delivered,22.81,776.9,226.6,77.41903338315895,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,New Zealand,APAC,5.15,0
S00010205,SP04,P03,G6,2023-09-19,5890.5,281,Delivered,20.96,4443.35,1447.15,75.43247602071132,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,UK,Europe,5.15,0
S00010206,SP04,P03,G1,2025-02-21,4873.5,244,Shipped,19.97,3616.9,1256.6,74.21565609931261,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,India,APAC,5.15,0
S00010212,SP04,P03,G3,2023-11-20,4137.75,207,Delivered,19.99,3071.7,1066.05,74.23599782490483,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,Canada,Americas,5.15,0
S00010215,SP04,P03,G4,2025-02-27,7926.75,361,Shipped,21.96,6067.6,1859.15,76.54587315103922,Nazeer Basha Mustafa,Delish,Almond Choco,Bars,New Zealand,APAC,5.15,0
S00010225,SP04,P22,G2,2025-01-14,6394.5,256,Shipped,24.98,5716.1,678.4,89.39088278989757,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,USA,Americas,2.65,0
S00010231,SP04,P22,G5,2024-11-05,240.75,9,Delivered,26.75,216.9,23.85,90.09345794392523,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0
S00010235,SP04,P22,G1,2024-12-23,6135.75,246,Delivered,24.94,5483.85,651.9,89.37538198264271,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00010250,SP04,P22,G1,2023-05-30,1482.75,62,Delivered,23.92,1318.45,164.3,88.91923790254594,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00010252,SP04,P22,G2,2025-03-19,2535.75,85,Placed,29.83,2310.5,225.25,91.11702652075323,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,USA,Americas,2.65,0
S00010256,SP04,P22,G4,2024-04-01,5980.5,250,Delivered,23.92,5318.0,662.5,88.92233090878689,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,New Zealand,APAC,2.65,0
S00010261,SP04,P22,G6,2023-09-20,5123.25,166,Delivered,30.86,4683.35,439.9,91.41365344263896,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,UK,Europe,2.65,0
S00010279,SP04,P22,G1,2023-05-02,6754.5,242,Delivered,27.91,6113.2,641.3,90.50558886668146,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,India,APAC,2.65,0
S00010286,SP04,P22,G5,2024-02-14,5406.75,201,Delivered,26.9,4874.1,532.65,90.1484255791372,Nazeer Basha Mustafa,Delish,Peanut Butter Cubes,Bites,Australia,APAC,2.65,0
S00010291,SP04,P07,G1,2024-10-11,3858.75,276,Delivered,13.98,1115.31,2743.44,28.90340136054422,Nazeer Basha Mustafa,Delish,Drinking Coco,Other,India,APAC,9.94,0
S00010299,SP04,P07,G4,2023-11-23,6043.5,378,Delivered,15.99,2286.18,3757.32,37.82874162323157,Nazeer Basha Mustafa,Delish,Drinking Coco,Other,New Zealand,APAC,9.94,0
S00010318,SP04,P07,G1,2023-10-04,8442.0,528,Cancelled,15.99,3193.68,5248.32,37.830845771144276,Nazeer Basha Mustafa,Delish,Drinking Coco,Other,India,APAC,9.94,1
S00010323,SP04,P07,G2,2025-01-14,78.75,6,Shipped,13.13,19.11,59.64,24.266666666666666,Nazeer Basha Mustafa,Delish,Drinking Coco,Other,USA,Americas,9.94,0
S00010329,SP04,P07,G5,2025-03-20,2272.5,134,Placed,16.96,940.54,1331.96,41.38789878987899,Nazeer Basha Mustafa,Delish,Drinking Coco,Other,Australia,APAC,9.94,0
S00010335,SP04,P17,G1,2024-10-11,5987.25,222,Delivered,26.97,4115.79,1871.46,68.74257797820368,Nazeer Basha Mustafa,Delish,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00010343,SP04,P17,G5,2024-07-26,8853.75,341,Delivered,25.96,5979.12,2874.63,67.53206268530285,Nazeer Basha Mustafa,Delish,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0
S00010346,SP04,P17,G1,2023-03-31,3820.5,174,Delivered,21.96,2353.68,1466.82,61.60659599528857,Nazeer Basha Mustafa,Delish,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00010347,SP04,P17,G1,2024-12-26,3690.0,142,Delivered,25.99,2492.94,1197.06,67.55934959349594,Nazeer Basha Mustafa,Delish,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00010352,SP04,P17,G3,2024-03-05,6077.25,218,Delivered,27.88,4239.51,1837.74,69.7603356781439,Nazeer Basha Mustafa,Delish,Caramel Stuffed Bars,Bars,Canada,Americas,8.43,0
S00010391,SP04,P17,G1,2024-06-26,4880.25,175,Delivered,27.89,3405.0,1475.25,69.77101582910711,Nazeer Basha Mustafa,Delish,Caramel Stuffed Bars,Bars,India,APAC,8.43,0
S00010397,SP04,P17,G4,2024-09-23,4765.5,177,Delivered,26.92,3273.39,1492.11,68.68932955618507,Nazeer Basha Mustafa,Delish,Caramel Stuffed Bars,Bars,New Zealand,APAC,8.43,0
S00010399,SP04,P17,G5,2024-02-14,21100.5,918,Delivered,22.99,13361.76,7738.74,63.324376199616125,Nazeer Basha Mustafa,Delish,Caramel Stuffed Bars,Bars,Australia,APAC,8.43,0
S00010403,SP04,P08,G1,2023-11-02,9591.75,800,Delivered,11.99,3407.75,6184.0,35.52792764615425,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0
S00010405,SP04,P08,G1,2023-02-16,2218.5,202,Delivered,10.98,657.04,1561.46,29.61640748253324,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0
S00010410,SP04,P08,G4,2024-07-26,2979.0,187,Delivered,15.93,1533.49,1445.51,51.47667002349782,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00010411,SP04,P08,G4,2023-09-13,1973.25,124,Delivered,15.91,1014.73,958.52,51.424300012669455,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00010417,SP04,P08,G1,2024-12-30,1464.75,163,Delivered,8.99,204.76,1259.99,13.979177334016043,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0
S00010418,SP04,P08,G1,2024-07-29,6187.5,476,Delivered,13.0,2508.02,3679.48,40.533656565656564,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0
S00010423,SP04,P08,G4,2025-01-29,337.5,25,Shipped,13.5,144.25,193.25,42.74074074074074,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00010425,SP04,P08,G4,2023-02-16,4077.0,314,Delivered,12.98,1649.78,2427.22,40.46553838606819,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00010426,SP04,P08,G5,2023-06-16,1496.25,125,Delivered,11.97,530.0,966.25,35.421888053467,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,Australia,APAC,7.73,0
S00010431,SP04,P08,G1,2024-02-05,1563.75,112,Cancelled,13.96,697.99,865.76,44.635651478816946,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,India,APAC,7.73,1
S00010440,SP04,P08,G5,2023-12-21,5541.75,462,Delivered,12.0,1970.49,3571.26,35.557179591284346,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,Australia,APAC,7.73,0
S00010446,SP04,P08,G1,2025-02-10,6261.75,392,Shipped,15.97,3231.59,3030.16,51.608416177586136,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0
S00010452,SP04,P08,G4,2024-02-19,3546.0,394,Delivered,9.0,500.38,3045.62,14.11111111111111,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,New Zealand,APAC,7.73,0
S00010458,SP04,P08,G1,2024-10-01,8016.75,891,Delivered,9.0,1129.32,6887.43,14.087005332584901,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0
S00010459,SP04,P08,G1,2023-12-12,9742.5,1083,Delivered,9.0,1370.91,8371.59,14.071439568899155,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,India,APAC,7.73,0
S00010470,SP04,P08,G5,2024-12-31,8676.0,723,Delivered,12.0,3087.21,5588.79,35.583333333333336,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,Australia,APAC,7.73,0
S00010482,SP04,P08,G5,2024-12-19,711.0,72,Delivered,9.88,154.44,556.56,21.721518987341774,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,Australia,APAC,7.73,0
S00010483,SP04,P08,G5,2024-06-24,2913.75,265,Cancelled,11.0,865.3,2048.45,29.6971256971257,Nazeer Basha Mustafa,Delish,99% Dark & Pure,Bars,Australia,APAC,7.73,1
S00010500,SP04,P13,G1,2023-05-15,11227.5,1604,Delivered,7.0,-5630.54,16858.04,-50.149543531507454,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,India,APAC,10.51,0
S00010506,SP04,P13,G3,2023-07-25,8617.5,719,Delivered,11.99,1060.81,7556.69,12.309950681752248,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,Canada,Americas,10.51,0
S00010507,SP04,P13,G4,2024-06-20,5303.25,758,Delivered,7.0,-2663.33,7966.58,-50.22071371328902,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,New Zealand,APAC,10.51,0
S00010515,SP04,P13,G1,2024-11-29,9524.25,1588,Delivered,6.0,-7165.63,16689.88,-75.23563535186499,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,India,APAC,10.51,0
S00010521,SP04,P13,G4,2024-07-30,4502.25,751,Delivered,6.0,-3390.76,7893.01,-75.3125659392526,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,New Zealand,APAC,10.51,0
S00010523,SP04,P13,G4,2024-12-03,1426.5,204,Delivered,6.99,-717.54,2144.04,-50.30073606729758,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,New Zealand,APAC,10.51,0
S00010527,SP04,P13,G6,2023-12-15,1541.25,172,Delivered,8.96,-266.47,1807.72,-17.289213300892133,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,UK,Europe,10.51,0
S00010534,SP04,P13,G3,2023-06-07,4146.75,519,Delivered,7.99,-1307.94,5454.69,-31.541327545668295,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,Canada,Americas,10.51,0
S00010540,SP04,P13,G5,2024-07-26,5458.5,497,Delivered,10.98,235.03,5223.47,4.3057616561326375,Nazeer Basha Mustafa,Delish,85% Dark Bars,Bars,Australia,APAC,10.51,0
